1^Skazani na Shawshank^Dramat^Frank Darabont^1994^8^15^120
2^Nietykalni^Dramat^Olivier Nakache^2011^7^16^112
3^Zielona Mila^Dramat^Frank Darabont^1999^7.8^393^3066
4^Ojciec Chrzestny^Dramat^Francis Ford Coppola^1972^6.75^44^297
5^Forrest Gump^Dramat^Eric Roth^1994^8^5^40
6^Wladca Pierscieni: Powrot Krola^Fantasy^Peter Jackson^2003^7.57^7^53
7^Zycie Jest Piekne^Komedia^Roberto Benigni^1997^7.6^10^76
8^Siedem^Thriller^David Fincher^1995^8.67^6^52
9^Mroczny Rycerz^Akcja^2008^2008^6^2^12
10^Siedem Dusz^Dramat^Gabriele Muccino^2008^7.56^9^68
11^Bohemian Rhapsody^Biograficzny^Bryan Singer^2018^0^0^0
12^Monty Python i Swiety Graal^Komedia^Terry Gilliam/ Terry Jones^1975^6.83^6^41
13^Koneser^Dramat^Giuseppe Tornatore^2013^8.5^2^17
14^Zlap mnie jesli potrafisz^Komedia^Steven Spielberg^2002^6.33^6^38
15^Uspieni^Komedia^Barry Levinson^1996^7.43^7^52
16^Czlowiek w Ogniu^Dramat^Tony Scott^2004^6.83^6^41
17^Gra^Thriller^David Fincher^1997^8.75^8^70
18^Prawo Zemsty ^Thriller^F. Gary Gray^2009^8.29^7^58
19^Avengers:Wojna bez granic^Akcja^Anthony Russo^2018^7.5^2^15
20^Avengers: Koniec Gry^Akcja^Anthonny Russo^2019^6.67^3^20
21^Mroczny Rycerz Powstaje^Akcja^Christopher Nolan^2012^5.5^2^11
22^Krol Lew^Animowany^Rob Minkoff^1994^7.57^7^53
23^Buntownik z Wyvoru^Dramat^Gus Van Sant^1997^9^2^18
24^Lot nad kukulczym gniazdem^Dramat^Milos forman^1975^5.6^5^28
25^Incepcja^Thriller^Christopher Nolan^2010^7.71^7^54
26^Gladiator^Dramat^Ridley Scott^2000^8^3^24
27^Czlowiek z Blizna^Dramat^Brian De Palma^1983^6.4^5^32
28^Gran Torino^Dramat^Clint Eastwood^2008^7.71^7^54
29^Leon Zawodowiec^Kryminal^Luc Besson^1994^0^0^0
30^Wrog u Bram^Wojenny^Jean Jacques Annaud^2001^7.33^9^66
31^Cinema Paradiso^Dramat^Giuseppe Tornatore^1988^0^0^0
32^Trzy Billboardy Za Ebbing, Misour^Dramat^Martin Mcdonagh^2017^7^1^7
33^Zwiezrogrod^Animowany^Byron Howard / Rich Moore^2016^0^0^0
34^Najlepszy^Biograficzny^Lukasz Palkowski^2017^4.5^4^18
35^Contratiempo^Kryminal^Oriol Paulo^2016^0^0^0
36^Sherlock Holmes^Kryminal^Guy Richie^2009^7.5^6^45
37^Roza^Dramat^Wojciech Smarzowski^2011^6.14^7^43
38^Misja^Dramat^Roland Joffe^1986^10^1^10
39^Wolyn^Wojenny^Wojciech Smarzowski^2016^7.89^9^71
40^Co Gryzie Gilberta Grape^Dramat^Lasse Halstrom^1993^9^3^27
41^Piraci z Karaibow: Skrzynia umarlaka^Fantasy^Gore Verbinski^2006^0^0^0
42^Iluzjonista^Fantasy^Neil Burger^2006^0^0^0
43^Wyscig^Biograficzny^Ron Howard^2013^7.5^6^45
